Cnic,Full Name,Status,Disabled,Province,City,Block Code,Serial Number
1000000000134,Nazim,Active,Yes,Punjab,Lahore,7,28
1000000000135,Noureen,Active,Yes,Punjab,Lahore,7,29
1000000000136,Khalid,Active,Yes,Punjab,Lahore,7,30
1000000000137,Kamil,Active,Yes,Sindh,Karachi,12,21
1000000000138,Zahir,Active,Yes,Sindh,Karachi,12,22
1000000000139,Zabeel,Active,Yes,Sindh,Karachi,12,23
1000000000140,Zahoor,Active,Yes,Sindh,Karachi,12,24
1000000000141,Qarar,Active,Yes,Sindh,Karachi,12,25
1000000000142,Zarar,Active,Yes,Sindh,Karachi,12,26
1000000000143,Nadir,Active,Yes,Sindh,Karachi,12,27
1000000000144,Naseeb,Active,Yes,Sindh,Karachi,12,28
1000000000145,Nasim,Active,Yes,Sindh,Karachi,12,29
1000000000146,Nazeer,Active,Yes,Sindh,Karachi,12,30
1000000000147,Nayab,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,21
1000000000148,Naveed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,22
1000000000149,Naqeeb,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,23
1000000000150,Hakim,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,24
1000000000151,Farooq,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,25
1000000000152,Shahzil,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,26
1000000000153,Shahid,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,27
1000000000154,Mansoor,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,28
1000000000155,Manzoor,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,29
1000000000156,Malik,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,30
1000000000157,Dumar,Active,Yes,Islamabad Capital Territory,Islamabad,22,21
1000000000158,Jabbar,Active,Yes,Islamabad Capital Territory,Islamabad,22,22
1000000000159,Jabir,Active,Yes,Islamabad Capital Territory,Islamabad,22,23
1000000000160,Sabir,Active,Yes,Islamabad Capital Territory,Islamabad,22,24
1000000000161,Saliq,Active,Yes,Islamabad Capital Territory,Islamabad,22,25
1000000000162,Sadan,Active,Yes,Islamabad Capital Territory,Islamabad,22,26
1000000000163,Saleem,Active,Yes,Islamabad Capital Territory,Islamabad,22,27
1000000000164,Kaleem,Active,Yes,Islamabad Capital Territory,Islamabad,22,28
1000000000165,Faheem,Active,Yes,Islamabad Capital Territory,Islamabad,22,29
1000000000166,Waseem,Active,Yes,Islamabad Capital Territory,Islamabad,22,30
1000000000167,Wasit,Active,Yes,Punjab,Lahore,7,31
1000000000168,Zubair,Active,Yes,Punjab,Lahore,7,32
1000000000169,Jasra,Active,Yes,Punjab,Lahore,7,33
1000000000170,Shah Mehmood,Active,Yes,Punjab,Lahore,7,34
1000000000171,Zain,Active,Yes,Punjab,Lahore,7,35
1000000000172,Abid,Active,Yes,Punjab,Lahore,7,36
1000000000173,Inayat Ullah,Active,Yes,Punjab,Lahore,7,37
1000000000174,Salar Khan,Active,Yes,Punjab,Lahore,7,38
1000000000175,Ahmed,Active,Yes,Punjab,Lahore,7,39
1000000000176,Abbas,Active,Yes,Punjab,Lahore,7,40
1000000000177,Ali,Active,Yes,Sindh,Karachi,12,31
1000000000178,Nehad,Active,Yes,Sindh,Karachi,12,32
1000000000179,Hafiz,Active,Yes,Sindh,Karachi,12,33
1000000000180,Sami,Active,Yes,Sindh,Karachi,12,34
1000000000181,Saeed,Active,Yes,Sindh,Karachi,12,35
1000000000182,Kaleem,Active,Yes,Sindh,Karachi,12,36
1000000000183,Naveed,Active,Yes,Sindh,Karachi,12,37
1000000000184,Waheed,Active,Yes,Sindh,Karachi,12,38
1000000000185,Azeem,Active,Yes,Sindh,Karachi,12,39
1000000000186,Ghulam,Active,Yes,Sindh,Karachi,12,40
1000000000187,Niamat,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,31
1000000000188,Ghulam,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,32
1000000000189,Farooq,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,33
1000000000190,Sail,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,34
1000000000191,Yahya,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,35
1000000000192,Gul,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,36
1000000000193,Shah,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,37
1000000000194,Sahab,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,38
1000000000195,Shahab,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,39
1000000000196,Waleed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,17,40
1000000000197,Wakeel,Active,Yes,Islamabad Capital Territory,Islamabad,22,31
1000000000198,Waqar,Active,Yes,Islamabad Capital Territory,Islamabad,22,32
1000000000199,Adeel,Active,Yes,Islamabad Capital Territory,Islamabad,22,33
1000000000200,Asim,Active,Yes,Islamabad Capital Territory,Islamabad,22,34
1000000000201,Hanif,Active,Yes,Islamabad Capital Territory,Islamabad,22,35
1000000000202,Qabil,Active,Yes,Islamabad Capital Territory,Islamabad,22,36
1000000000203,Khaleel,Active,Yes,Islamabad Capital Territory,Islamabad,22,37
1000000000204,Darmand,Active,Yes,Islamabad Capital Territory,Islamabad,22,38
1000000000205,Doran,Active,Yes,Islamabad Capital Territory,Islamabad,22,39
1000000000206,Awais,Active,Yes,Islamabad Capital Territory,Islamabad,22,40
1000000000207,Owais,Active,Yes,Punjab,Lahore,8,41
1000000000208,Imran,Active,Yes,Punjab,Lahore,8,42
1000000000209,Wasif,Active,Yes,Punjab,Lahore,8,43
1000000000210,Babar,Active,Yes,Punjab,Lahore,8,44
1000000000211,Rizwan,Active,Yes,Punjab,Lahore,8,45
1000000000212,Zia ul Haq,Active,Yes,Punjab,Lahore,8,46
1000000000213,Farooq,Active,Yes,Punjab,Lahore,8,47
1000000000214,Naseem,Active,Yes,Punjab,Lahore,8,48
1000000000215,Bilal,Active,Yes,Punjab,Lahore,8,49
1000000000216,Babar,Active,Yes,Punjab,Lahore,8,50
1000000000217,Tawab,Active,Yes,Sindh,Karachi,13,41
1000000000218,Wahab,Active,Yes,Sindh,Karachi,13,42
1000000000219,Abdullah,Active,Yes,Sindh,Karachi,13,43
1000000000220,Nazim,Active,Yes,Sindh,Karachi,13,44
1000000000221,Noureen,Active,Yes,Sindh,Karachi,13,45
1000000000222,Khalid,Active,Yes,Sindh,Karachi,13,46
1000000000223,Kamil,Active,Yes,Sindh,Karachi,13,47
1000000000224,Zahir,Active,Yes,Sindh,Karachi,13,48
1000000000225,Zabeel,Active,Yes,Sindh,Karachi,13,49
1000000000226,Zahoor,Active,Yes,Sindh,Karachi,13,50
1000000000227,Qarar,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,41
1000000000228,Zarar,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,42
1000000000229,Nadir,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,43
1000000000230,Naseeb,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,44
1000000000231,Nasim,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,45
1000000000232,Nazeer,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,46
1000000000233,Nayab,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,47
1000000000234,Naveed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,48
1000000000235,Naqeeb,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,49
1000000000236,Hakim,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,50
1000000000237,Farooq,Active,Yes,Islamabad Capital Territory,Islamabad,23,41
1000000000238,Shahzil,Active,Yes,Islamabad Capital Territory,Islamabad,23,42
1000000000239,Shahid,Active,Yes,Islamabad Capital Territory,Islamabad,23,43
1000000000240,Mansoor,Active,Yes,Islamabad Capital Territory,Islamabad,23,44
1000000000241,Manzoor,Active,Yes,Islamabad Capital Territory,Islamabad,23,45
1000000000242,Malik,Active,Yes,Islamabad Capital Territory,Islamabad,23,46
1000000000243,Dumar,Active,Yes,Islamabad Capital Territory,Islamabad,23,47
1000000000244,Jabbar,Active,Yes,Islamabad Capital Territory,Islamabad,23,48
1000000000245,Jabir,Active,Yes,Islamabad Capital Territory,Islamabad,23,49
1000000000246,Sabir,Active,Yes,Islamabad Capital Territory,Islamabad,23,50
1000000000247,Saliq,Active,Yes,Punjab,Lahore,8,51
1000000000248,Sadan,Active,Yes,Punjab,Lahore,8,52
1000000000249,Saleem,Active,Yes,Punjab,Lahore,8,53
1000000000250,Kaleem,Active,Yes,Punjab,Lahore,8,54
1000000000251,Faheem,Active,Yes,Punjab,Lahore,8,55
1000000000252,Waseem,Active,Yes,Punjab,Lahore,8,56
1000000000253,Wasit,Active,Yes,Punjab,Lahore,8,57
1000000000254,Zubair,Active,Yes,Punjab,Lahore,8,58
1000000000255,Jasra,Active,Yes,Punjab,Lahore,8,59
1000000000256,Shah Mehmood,Active,Yes,Punjab,Lahore,8,60
1000000000257,Zain,Active,Yes,Sindh,Karachi,13,51
1000000000258,Abid,Active,Yes,Sindh,Karachi,13,52
1000000000259,Inayat Ullah,Active,Yes,Sindh,Karachi,13,53
1000000000260,Salar Khan,Active,Yes,Sindh,Karachi,13,54
1000000000261,Ahmed,Active,Yes,Sindh,Karachi,13,55
1000000000262,Abbas,Active,Yes,Sindh,Karachi,13,56
1000000000263,Ali,Active,Yes,Sindh,Karachi,13,57
1000000000264,Nehad,Active,Yes,Sindh,Karachi,13,58
1000000000265,Hafiz,Active,Yes,Sindh,Karachi,13,59
1000000000266,Sami,Active,Yes,Sindh,Karachi,13,60
1000000000267,Saeed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,51
1000000000268,Kaleem,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,52
1000000000269,Naveed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,53
1000000000270,Waheed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,54
1000000000271,Azeem,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,55
1000000000272,Ghulam,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,56
1000000000273,Niamat,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,57
1000000000274,Ghulam,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,58
1000000000275,Farooq,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,59
1000000000276,Sail,Active,Yes,Khyber Pakhtunkhwa,Peshawar,18,60
1000000000277,Yahya,Active,Yes,Islamabad Capital Territory,Islamabad,23,51
1000000000278,Gul,Active,Yes,Islamabad Capital Territory,Islamabad,23,52
1000000000279,Shah,Active,Yes,Islamabad Capital Territory,Islamabad,23,53
1000000000280,Sahab,Active,Yes,Islamabad Capital Territory,Islamabad,23,54
1000000000281,Shahab,Active,Yes,Islamabad Capital Territory,Islamabad,23,55
1000000000282,Waleed,Active,Yes,Islamabad Capital Territory,Islamabad,23,56
1000000000283,Wakeel,Active,Yes,Islamabad Capital Territory,Islamabad,23,57
1000000000284,Waqar,Active,Yes,Islamabad Capital Territory,Islamabad,23,58
1000000000285,Adeel,Active,Yes,Islamabad Capital Territory,Islamabad,23,59
1000000000286,Asim,Active,Yes,Islamabad Capital Territory,Islamabad,23,60
1000000000287,Hanif,Active,Yes,Punjab,Lahore,9,61
1000000000288,Qabil,Active,Yes,Punjab,Lahore,9,62
1000000000289,Khaleel,Active,Yes,Punjab,Lahore,9,63
1000000000290,Darmand,Active,Yes,Punjab,Lahore,9,64
1000000000291,Doran,Active,Yes,Punjab,Lahore,9,65
1000000000292,Awais,Active,Yes,Punjab,Lahore,9,66
1000000000293,Owais,Active,Yes,Punjab,Lahore,9,67
1000000000294,Imran,Active,Yes,Punjab,Lahore,9,68
1000000000295,Wasif,Active,Yes,Punjab,Lahore,9,69
1000000000296,Babar,Active,Yes,Punjab,Lahore,9,70
1000000000297,Rizwan,Active,Yes,Sindh,Karachi,14,61
1000000000298,Zia ul Haq,Active,Yes,Sindh,Karachi,14,62
1000000000299,Farooq,Active,Yes,Sindh,Karachi,14,63
1000000000300,Naseem,Active,Yes,Sindh,Karachi,14,64
1000000000301,Bilal,Active,Yes,Sindh,Karachi,14,65
1000000000302,Babar,Active,Yes,Sindh,Karachi,14,66
1000000000303,Tawab,Active,Yes,Sindh,Karachi,14,67
1000000000304,Wahab,Active,Yes,Sindh,Karachi,14,68
1000000000305,Abdullah,Active,Yes,Sindh,Karachi,14,69
1000000000306,Nazim,Active,Yes,Sindh,Karachi,14,70
1000000000307,Noureen,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,61
1000000000308,Khalid,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,62
1000000000309,Kamil,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,63
1000000000310,Zahir,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,64
1000000000311,Zabeel,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,65
1000000000312,Zahoor,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,66
1000000000313,Qarar,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,67
1000000000314,Zarar,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,68
1000000000315,Nadir,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,69
1000000000316,Naseeb,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,70
1000000000317,Nasim,Active,Yes,Islamabad Capital Territory,Islamabad,24,61
1000000000318,Nazeer,Active,Yes,Islamabad Capital Territory,Islamabad,24,62
1000000000319,Nayab,Active,Yes,Islamabad Capital Territory,Islamabad,24,63
1000000000320,Naveed,Active,Yes,Islamabad Capital Territory,Islamabad,24,64
1000000000321,Naqeeb,Active,Yes,Islamabad Capital Territory,Islamabad,24,65
1000000000322,Hakim,Active,Yes,Islamabad Capital Territory,Islamabad,24,66
1000000000323,Farooq,Active,Yes,Islamabad Capital Territory,Islamabad,24,67
1000000000324,Shahzil,Active,Yes,Islamabad Capital Territory,Islamabad,24,68
1000000000325,Shahid,Active,Yes,Islamabad Capital Territory,Islamabad,24,69
1000000000326,Mansoor,Active,Yes,Islamabad Capital Territory,Islamabad,24,70
1000000000327,Manzoor,Active,Yes,Punjab,Lahore,9,71
1000000000328,Malik,Active,Yes,Punjab,Lahore,9,72
1000000000329,Dumar,Active,Yes,Punjab,Lahore,9,73
1000000000330,Jabbar,Active,Yes,Punjab,Lahore,9,74
1000000000331,Jabir,Active,Yes,Punjab,Lahore,9,75
1000000000332,Sabir,Active,Yes,Punjab,Lahore,9,76
1000000000333,Saliq,Active,Yes,Punjab,Lahore,9,77
1000000000334,Sadan,Active,Yes,Punjab,Lahore,9,78
1000000000335,Saleem,Active,Yes,Punjab,Lahore,9,79
1000000000336,Kaleem,Active,Yes,Punjab,Lahore,9,80
1000000000337,Faheem,Active,Yes,Sindh,Karachi,14,71
1000000000338,Waseem,Active,Yes,Sindh,Karachi,14,72
1000000000339,Wasit,Active,Yes,Sindh,Karachi,14,73
1000000000340,Zubair,Active,Yes,Sindh,Karachi,14,74
1000000000341,Jasra,Active,Yes,Sindh,Karachi,14,75
1000000000342,Shah Mehmood,Active,Yes,Sindh,Karachi,14,76
1000000000343,Zain,Active,Yes,Sindh,Karachi,14,77
1000000000344,Abid,Active,Yes,Sindh,Karachi,14,78
1000000000345,Inayat Ullah,Active,Yes,Sindh,Karachi,14,79
1000000000346,Salar Khan,Active,Yes,Sindh,Karachi,14,80
1000000000347,Ahmed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,71
1000000000348,Abbas,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,72
1000000000349,Ali,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,73
1000000000350,Nehad,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,74
1000000000351,Hafiz,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,75
1000000000352,Sami,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,76
1000000000353,Saeed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,77
1000000000354,Kaleem,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,78
1000000000355,Naveed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,79
1000000000356,Waheed,Active,Yes,Khyber Pakhtunkhwa,Peshawar,19,80
1000000000357,Azeem,Active,Yes,Islamabad Capital Territory,Islamabad,24,71
1000000000358,Ghulam,Active,Yes,Islamabad Capital Territory,Islamabad,24,72
1000000000359,Niamat,Active,Yes,Islamabad Capital Territory,Islamabad,24,73
1000000000360,Nasim,Active,Yes,Balochistan,Quetta,3,47
1000000000361,Nazeer,Active,Yes,Balochistan,Quetta,3,48
1000000000362,Nayab,Active,Yes,Balochistan,Quetta,3,49
1000000000363,Naveed,Active,Yes,Balochistan,Quetta,3,50
1000000000364,Naqeeb,Active,Yes,Balochistan,Quetta,3,51
1000000000365,Hakim,Active,Yes,Balochistan,Quetta,3,52
1000000000366,Farooq,Active,Yes,Balochistan,Quetta,3,53
1000000000367,Shahzil,Active,Yes,Balochistan,Quetta,3,54
1000000000368,Shahid,Active,Yes,Balochistan,Quetta,3,55
1000000000369,Mansoor,Active,Yes,Balochistan,Quetta,3,56
1000000000370,Manzoor,Active,Yes,Balochistan,Quetta,3,57
1000000000371,Malik,Active,Yes,Balochistan,Quetta,3,58
1000000000372,Dumar,Active,Yes,Balochistan,Quetta,3,59
1000000000373,Jabbar,Active,Yes,Balochistan,Quetta,3,60
1000000000374,Jabir,Active,Yes,Balochistan,Quetta,4,61
1000000000375,Sabir,Active,Yes,Balochistan,Quetta,4,62
1000000000376,Saliq,Active,Yes,Balochistan,Quetta,4,63
1000000000377,Sadan,Active,Yes,Balochistan,Quetta,4,64
1000000000378,Saleem,Active,Yes,Balochistan,Quetta,4,65
1000000000379,Kaleem,Active,Yes,Balochistan,Quetta,4,66
1000000000380,Faheem,Active,Yes,Balochistan,Quetta,4,67
1000000000381,Waseem,Active,Yes,Balochistan,Quetta,4,68
1000000000382,Wasit,Active,Yes,Balochistan,Quetta,4,69
1000000000383,Zubair,Active,Yes,Balochistan,Quetta,4,70
1000000000384,Jasra,Active,Yes,Balochistan,Quetta,4,71
